Timestamp,Region_ID,Soil_Moisture,Soil_Temperature,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Air_Temperature,Humidity,Rainfall,Solar_Radiation,Groundwater_Level,Surface_Water_Availability,NDVI_Index,Vegetation_Density,Biodiversity_Index,Land_Degradation_Index,Crop_Yield_Potential,Drought_Risk_Level,Soil_Erosion_Risk,Recommended_Irrigation,Land_Use_Category
2024-01-28 13:00:00,R03,33.08,20.11,6.79,105.38,13.62,116.94,33.18,44.1,34.69,1144.42,25.19,80.8,0.293,46.75,0.866,0.672,4898.93,0.605,0.795,8.89,Restoration
2024-01-28 14:00:00,R12,11.6,31.96,4.92,37.73,7.02,279.1,30.18,42.88,104.27,794.83,25.09,66.09,0.171,62.89,0.588,0.095,2326.92,0.621,0.12,10.29,Agroforestry
2024-01-28 15:00:00,R01,22.16,29.82,5.27,21.11,55.97,42.12,35.79,82.81,57.95,441.68,4.56,86.6,0.421,85.53,0.218,0.75,1016.81,0.513,0.246,10.02,Agroforestry
2024-01-28 16:00:00,R01,49.13,31.43,8.5,105.11,56.14,71.75,21.23,81.88,39.64,1011.87,21.55,94.44,0.125,71.7,0.217,0.613,4106.5,0.214,0.953,3.82,Water
2024-01-28 17:00:00,R13,52.38,29.22,5.28,12.89,50.05,230.67,35.36,81.75,91.09,373.42,9.12,93.39,0.838,32.18,0.342,0.673,5068.13,0.606,0.215,12.69,Water
2024-01-28 18:00:00,R03,12.55,19.56,6.94,110.21,69.44,108.49,19.84,41.2,50.1,384.47,14.28,14.52,0.78,2.05,0.084,0.154,3155.19,0.888,0.569,6.88,Water
2024-01-28 19:00:00,R11,57.38,18.56,6.18,43.63,11.07,228.03,26.78,79.92,88.49,82.52,13.19,37.68,0.307,46.89,0.542,0.272,5623.97,0.017,0.905,1.23,Forest
2024-01-28 20:00:00,R05,23.09,14.8,8.04,65.9,12.89,256.39,17.03,22.75,85.69,339.83,18.21,48.31,0.52,24.85,0.972,0.303,4253.11,0.982,0.712,8.27,Water
2024-01-28 21:00:00,R12,41.43,39.72,7.52,24.55,69.84,106.2,39.57,35.48,86.79,350.65,10.74,78.89,0.855,41.96,0.804,0.15,3938.39,0.973,0.771,4.29,Agriculture
2024-01-28 22:00:00,R03,46.35,31.58,6.89,109.25,42.75,89.91,31.15,58.59,102.85,392.15,2.66,1.48,0.929,45.84,0.547,0.566,2445.19,0.267,0.25,8.85,Agriculture
2024-01-28 23:00:00,R01,49.66,16.53,4.54,92.48,25.48,77.78,44.13,50.51,101.81,473.92,20.34,92.54,0.091,86.57,0.92,0.077,2216.31,0.424,0.838,2.78,Water
2024-01-29 00:00:00,R01,57.02,16.2,8.02,111.66,60.36,92.02,43.27,28.39,79.75,713.18,28.84,40.72,0.722,76.68,0.577,0.257,2056.09,0.565,0.304,12.39,Water
2024-01-29 01:00:00,R08,22.21,40.56,6.28,85.16,72.08,109.47,44.96,23.13,114.84,298.85,20.2,63.11,0.135,19.59,0.799,0.761,5769.85,0.846,0.508,2.59,Agriculture
2024-01-29 02:00:00,R10,52.22,36.0,8.23,30.32,56.72,265.87,18.04,65.84,2.49,782.28,16.42,98.06,0.02,31.59,0.185,0.237,4077.52,0.061,0.478,6.31,Forest
2024-01-29 03:00:00,R11,12.24,33.08,6.48,43.91,64.39,240.2,33.2,43.51,111.65,203.31,5.33,88.27,0.079,58.36,0.193,0.195,3767.89,0.227,0.489,0.53,Forest
2024-01-29 04:00:00,R12,43.78,24.24,7.28,63.55,26.19,40.48,27.23,21.2,17.79,1120.55,18.94,36.22,0.576,56.55,0.867,0.142,2261.86,0.66,0.812,9.72,Agriculture
2024-01-29 05:00:00,R13,45.81,19.17,4.78,76.8,26.66,267.27,30.98,52.32,25.4,80.03,18.53,48.45,0.377,54.57,0.231,0.617,2445.76,0.062,0.421,1.4,Agroforestry
2024-01-29 06:00:00,R13,42.27,44.28,7.48,111.91,69.81,60.49,24.26,43.01,98.09,1094.43,18.75,76.99,0.119,95.23,0.554,0.454,2034.93,0.893,0.835,10.85,Agriculture
2024-01-29 07:00:00,R12,18.88,37.9,5.85,52.23,51.11,210.37,16.44,63.25,48.05,679.28,26.82,74.36,0.474,69.27,0.213,0.22,1361.72,0.886,0.912,10.06,Restoration
2024-01-29 08:00:00,R15,53.02,20.56,5.91,87.34,22.56,79.38,36.23,89.74,51.04,866.55,21.63,70.48,0.508,9.71,0.607,0.204,5559.8,0.099,0.87,6.27,Water
2024-01-29 09:00:00,R14,14.29,39.66,4.97,115.71,44.31,56.19,43.97,43.09,31.35,393.09,23.61,1.07,0.787,94.05,0.456,0.989,3703.07,0.415,0.916,7.33,Water
2024-01-29 10:00:00,R02,7.95,36.56,5.09,26.76,56.44,237.54,30.97,94.79,26.93,249.87,9.74,19.9,0.664,46.32,0.818,0.067,4532.75,0.51,0.204,12.55,Water
2024-01-29 11:00:00,R13,44.46,20.4,5.24,104.9,21.39,161.47,24.89,26.45,12.75,1139.39,8.48,22.17,0.466,58.06,0.77,0.744,3113.46,0.649,0.768,3.84,Forest
2024-01-29 12:00:00,R03,31.15,24.93,5.81,56.28,54.12,195.76,43.15,26.62,23.61,557.15,6.6,25.06,0.324,81.95,0.236,0.915,813.26,0.542,0.447,9.56,Restoration
2024-01-29 13:00:00,R02,51.7,16.51,8.07,90.57,8.16,150.59,25.94,73.47,68.01,602.59,23.46,9.62,0.002,21.33,0.512,0.445,3084.58,0.001,0.806,8.6,Agriculture
2024-01-29 14:00:00,R03,26.09,13.89,5.97,42.29,27.78,57.46,42.44,76.15,84.79,1183.53,21.11,80.66,0.832,51.19,0.981,0.482,732.69,0.129,0.389,10.88,Agroforestry
2024-01-29 15:00:00,R07,14.26,35.3,7.4,46.74,55.55,232.3,40.67,51.72,88.66,436.48,10.59,34.13,0.267,85.94,0.523,0.853,5704.36,0.832,0.6,6.06,Water
2024-01-29 16:00:00,R01,51.0,19.36,4.83,12.98,16.2,253.29,30.86,41.45,44.41,165.22,4.66,77.56,0.213,73.66,0.439,0.014,2385.69,0.788,0.114,13.22,Forest
2024-01-29 17:00:00,R10,35.19,38.7,6.86,116.85,21.66,50.77,35.31,79.55,110.63,724.95,25.48,93.15,0.735,35.05,0.044,0.19,1346.94,0.017,0.513,3.54,Forest
2024-01-29 18:00:00,R08,15.41,44.85,6.43,99.48,70.93,137.69,36.01,91.72,39.45,688.03,11.84,31.3,0.072,58.92,0.579,0.714,1748.53,0.015,0.282,12.07,Forest
2024-01-29 19:00:00,R13,44.62,12.68,8.41,20.33,55.57,184.9,34.23,94.24,13.34,939.07,6.1,45.38,0.263,0.8,0.944,0.514,5511.75,0.851,0.485,9.04,Restoration
2024-01-29 20:00:00,R10,33.11,26.56,7.88,119.95,42.42,197.35,19.82,67.58,113.43,1148.34,4.76,8.75,0.435,4.73,0.907,0.967,1639.7,0.361,0.787,11.99,Agriculture
2024-01-29 21:00:00,R10,38.24,38.07,6.32,76.55,20.82,190.32,35.78,75.51,64.88,403.83,27.63,29.48,0.442,11.34,0.711,0.212,1231.61,0.407,0.285,14.45,Forest
2024-01-29 22:00:00,R10,30.35,37.61,7.6,103.91,30.61,220.16,15.1,81.67,116.57,880.07,4.34,54.62,0.158,69.45,0.339,0.887,3895.22,0.944,0.802,0.05,Restoration
2024-01-29 23:00:00,R14,50.58,36.6,5.27,17.33,48.07,291.37,36.3,79.92,47.24,549.68,11.11,18.02,0.04,62.01,0.738,1.0,1018.0,0.897,0.812,0.43,Forest
2024-01-30 00:00:00,R02,50.63,22.21,6.75,52.84,16.65,141.55,31.65,94.5,90.89,951.34,19.15,53.7,0.471,91.61,0.554,0.001,3096.19,0.391,0.861,0.01,Agriculture
2024-01-30 01:00:00,R03,44.02,25.88,4.8,83.66,41.13,184.72,22.79,80.78,13.19,238.92,12.54,31.29,0.357,70.86,0.554,0.289,4231.48,0.799,0.088,4.69,Restoration
2024-01-30 02:00:00,R09,10.8,30.82,5.89,21.71,35.67,221.76,39.11,69.69,102.49,625.98,14.59,99.0,0.285,42.06,0.819,0.981,1271.61,0.454,0.005,5.91,Agroforestry
2024-01-30 03:00:00,R07,51.14,44.09,5.4,63.78,40.75,194.03,27.16,48.22,20.48,138.76,24.18,37.57,0.271,86.69,0.237,0.898,4784.68,0.43,0.637,5.61,Agriculture
2024-01-30 04:00:00,R04,41.91,21.46,7.38,58.69,12.92,140.56,29.57,64.85,8.24,695.35,29.98,3.91,0.504,4.27,0.581,0.097,2858.19,0.019,0.053,0.74,Forest
2024-01-30 05:00:00,R10,43.34,42.31,6.46,33.76,12.99,202.26,15.83,86.03,11.73,244.32,14.28,47.3,0.022,1.01,0.602,0.257,4414.16,0.794,0.413,13.54,Agriculture
2024-01-30 06:00:00,R05,24.96,19.43,7.5,43.03,77.31,209.03,27.04,42.91,66.89,1154.05,11.68,33.4,0.106,25.03,0.926,0.627,1894.05,0.808,0.903,1.93,Restoration
2024-01-30 07:00:00,R02,53.36,44.62,6.56,116.38,78.45,192.09,20.02,22.3,35.02,687.48,12.5,37.0,0.325,12.76,0.024,0.248,2902.73,0.764,0.258,8.09,Restoration
2024-01-30 08:00:00,R13,44.9,33.46,4.85,41.75,36.96,93.33,23.28,44.54,115.31,658.78,11.39,37.05,0.48,27.02,0.479,0.392,3120.25,0.965,0.267,13.58,Water
2024-01-30 09:00:00,R11,11.19,26.22,7.44,33.48,64.17,171.56,22.56,92.02,102.32,1168.18,14.48,88.12,0.694,30.56,0.263,0.254,2126.47,0.048,0.583,8.1,Forest
2024-01-30 10:00:00,R13,27.43,31.47,7.83,68.98,54.18,269.93,16.38,79.56,96.4,623.18,10.33,49.83,0.293,45.54,0.837,0.299,4851.29,0.967,0.985,5.54,Forest
2024-01-30 11:00:00,R08,53.75,19.54,8.11,83.81,13.77,265.84,28.81,34.04,97.16,828.24,14.15,25.28,0.667,61.06,0.302,0.341,1476.92,0.858,0.104,10.57,Water
2024-01-30 12:00:00,R04,7.6,19.6,6.79,89.76,27.25,235.2,30.68,20.9,106.88,103.68,28.39,79.25,0.387,35.25,0.28,0.525,4147.47,0.118,0.961,14.94,Restoration
2024-01-30 13:00:00,R09,57.88,13.97,7.51,92.97,28.52,221.27,32.13,70.18,103.83,864.59,8.94,44.34,0.775,96.72,0.676,0.78,5628.16,0.042,0.639,9.03,Restoration
2024-01-30 14:00:00,R05,42.35,13.99,7.51,14.05,49.68,79.85,28.87,63.43,111.38,169.96,19.73,14.54,0.481,54.17,0.283,0.551,5107.5,0.021,0.758,9.68,Forest
2024-01-30 15:00:00,R13,39.73,22.17,5.12,53.31,48.5,159.46,41.09,26.22,112.12,947.27,14.86,99.85,0.541,87.62,0.403,0.246,4702.57,0.117,0.178,2.71,Restoration
2024-01-30 16:00:00,R09,19.88,36.7,5.16,95.14,74.26,68.85,16.13,92.45,35.8,1058.37,22.11,2.74,0.435,80.23,0.033,0.656,1285.38,0.82,0.599,3.95,Agriculture
2024-01-30 17:00:00,R04,18.68,31.28,4.78,109.53,64.25,252.49,33.41,66.33,26.35,412.79,14.43,70.92,0.133,4.81,0.356,0.832,4673.79,0.37,0.155,11.92,Restoration
2024-01-30 18:00:00,R10,56.81,13.59,5.78,76.24,69.26,115.67,40.98,68.86,77.17,1059.85,5.24,84.76,0.171,47.14,0.703,0.649,2560.31,0.622,0.485,11.25,Restoration
2024-01-30 19:00:00,R05,21.4,39.83,6.39,15.75,71.84,239.39,16.23,84.02,14.8,605.03,26.24,35.38,0.4,80.65,0.552,0.8,1068.47,0.394,0.426,3.58,Forest
2024-01-30 20:00:00,R09,47.65,31.05,8.49,53.63,65.1,251.79,29.89,45.28,25.34,707.31,20.44,15.73,0.099,90.66,0.142,0.449,4337.97,0.572,0.752,7.59,Restoration
2024-01-30 21:00:00,R08,26.62,43.63,6.22,18.16,29.97,272.05,32.67,61.87,92.75,522.63,16.01,43.66,0.14,63.29,0.82,0.924,862.93,0.278,0.369,13.18,Agriculture
2024-01-30 22:00:00,R03,12.66,33.46,7.4,92.34,21.13,236.0,20.73,63.21,77.92,598.02,25.02,48.25,0.624,93.2,0.335,0.614,2597.29,0.898,0.075,2.68,Agroforestry
2024-01-30 23:00:00,R01,5.59,16.13,7.27,16.99,47.88,186.83,22.58,92.55,78.1,1094.51,29.3,99.97,0.633,66.33,0.878,0.711,5228.88,0.618,0.944,10.87,Agroforestry
2024-01-31 00:00:00,R03,34.93,26.58,5.32,30.43,56.72,195.53,38.57,29.86,114.08,1139.39,12.58,1.95,0.127,20.85,0.842,0.111,4276.08,0.465,0.145,5.21,Agroforestry
2024-01-31 01:00:00,R04,58.67,32.7,4.73,55.87,33.99,123.35,32.02,76.92,80.11,562.75,10.92,65.59,0.854,55.85,0.146,0.629,3344.96,0.277,0.383,0.99,Forest
2024-01-31 02:00:00,R02,25.3,10.99,6.68,60.89,68.63,86.02,24.47,63.14,51.7,641.52,22.73,80.44,0.857,75.6,0.91,0.029,5353.66,0.297,0.52,4.21,Agroforestry
2024-01-31 03:00:00,R01,24.65,10.52,7.3,54.71,77.04,73.97,37.94,83.4,33.64,183.6,13.91,61.79,0.38,66.64,0.076,0.164,4621.98,0.696,0.888,6.29,Agroforestry
2024-01-31 04:00:00,R07,23.93,14.53,8.49,60.97,47.7,87.33,37.4,82.4,40.63,424.46,3.03,62.99,0.498,8.34,0.414,0.699,3083.74,0.41,0.096,11.17,Agriculture
2024-01-31 05:00:00,R08,33.63,18.81,5.93,88.46,39.24,282.83,25.36,20.9,33.34,640.22,10.96,87.53,0.802,23.7,0.168,0.676,4609.06,0.565,0.677,1.91,Agriculture
2024-01-31 06:00:00,R07,29.24,25.03,8.09,50.62,68.22,82.75,29.66,39.23,4.2,282.97,24.35,56.52,0.763,68.78,0.118,0.496,5357.6,0.987,0.431,12.86,Agroforestry
2024-01-31 07:00:00,R14,53.4,27.06,6.03,70.25,6.82,228.17,34.94,33.56,31.39,713.01,21.35,88.16,0.363,52.83,0.114,0.658,1290.52,0.316,0.787,4.84,Water
2024-01-31 08:00:00,R05,32.8,14.83,7.26,43.37,14.68,88.0,25.3,54.63,100.24,838.08,25.95,21.02,0.317,3.09,0.0,0.82,1601.31,0.41,0.871,2.26,Restoration
2024-01-31 09:00:00,R12,32.93,33.57,6.89,48.9,68.42,293.58,33.87,87.9,87.39,797.45,4.83,51.61,0.664,73.84,0.792,0.834,4492.61,0.322,0.212,5.56,Restoration
2024-01-31 10:00:00,R01,12.61,30.86,4.71,77.52,59.9,135.31,22.53,20.38,74.62,558.89,7.7,3.36,0.364,7.94,0.262,0.889,1436.46,0.09,0.614,13.92,Restoration
2024-01-31 11:00:00,R07,59.05,20.31,4.81,63.95,36.21,147.16,23.76,56.61,108.26,934.72,6.83,80.35,0.689,18.48,0.009,0.89,1415.83,0.94,0.524,8.46,Forest
2024-01-31 12:00:00,R13,18.75,10.48,4.58,89.53,71.66,145.17,24.32,86.36,31.7,417.45,29.15,77.73,0.13,90.45,0.222,0.565,4109.37,0.75,0.578,5.25,Forest
2024-01-31 13:00:00,R07,9.04,12.72,5.98,71.66,31.36,252.28,43.08,89.47,69.32,589.67,5.48,53.9,0.672,31.51,0.056,0.353,3445.15,0.613,0.855,6.45,Restoration
2024-01-31 14:00:00,R09,41.47,23.71,7.48,98.39,52.54,96.76,40.01,69.3,3.76,360.68,18.14,39.58,0.785,3.43,0.045,0.0,4662.41,0.024,0.296,11.07,Agroforestry
2024-01-31 15:00:00,R03,37.75,15.39,5.19,58.77,52.58,256.07,31.95,82.23,107.04,744.17,19.17,37.01,0.905,1.74,0.794,0.931,2253.7,0.833,0.299,0.66,Water
2024-01-31 16:00:00,R09,27.83,23.19,6.92,64.01,18.82,210.84,31.92,44.31,53.73,556.81,18.76,20.11,0.456,93.55,0.013,0.197,3846.5,0.072,0.717,14.27,Agriculture
2024-01-31 17:00:00,R14,28.22,31.99,5.66,83.7,26.36,97.27,16.68,41.45,21.34,299.68,20.9,42.79,0.56,37.25,0.865,0.833,5431.81,0.129,0.506,12.49,Forest
2024-01-31 18:00:00,R01,48.18,29.15,7.69,34.34,73.7,57.01,34.49,23.68,28.72,404.41,14.78,30.39,0.289,62.12,0.202,0.251,5469.04,0.087,0.602,13.3,Restoration
2024-01-31 19:00:00,R01,15.76,18.09,7.69,52.45,18.76,241.5,24.84,57.74,101.79,371.39,2.97,57.77,0.15,41.39,0.953,0.322,4092.2,0.146,0.777,10.01,Agriculture
2024-01-31 20:00:00,R14,50.11,22.03,7.6,78.73,18.02,96.93,33.37,54.19,13.06,1097.55,21.19,78.65,0.173,21.34,0.758,0.206,628.32,0.638,0.373,8.86,Agroforestry
2024-01-31 21:00:00,R04,40.68,31.49,6.6,13.18,40.97,271.16,40.21,47.89,111.02,650.25,8.79,69.41,0.845,87.77,0.245,0.776,3406.45,0.081,0.318,5.14,Forest
2024-01-31 22:00:00,R09,28.04,40.13,5.64,58.07,11.91,73.74,16.36,28.5,44.82,800.55,2.74,51.4,0.541,94.97,0.293,0.435,874.56,0.635,0.414,4.51,Agroforestry
2024-01-31 23:00:00,R06,30.19,36.36,7.74,75.87,72.1,200.25,33.21,37.31,30.13,1124.94,5.51,94.86,0.376,98.78,0.273,0.962,5943.69,0.777,0.026,1.33,Water
2024-02-01 00:00:00,R13,19.12,29.37,5.24,116.41,12.51,219.96,31.93,35.28,39.82,259.55,8.97,19.73,0.864,4.14,0.22,0.81,5983.65,0.458,0.82,0.51,Water
2024-02-01 01:00:00,R11,46.37,22.68,5.66,106.47,51.24,211.0,21.2,90.8,49.08,1127.43,13.26,64.0,0.114,5.04,0.246,0.566,1137.98,0.638,0.388,0.81,Agroforestry
2024-02-01 02:00:00,R03,33.21,22.78,5.24,40.88,30.48,122.17,34.39,92.48,65.77,670.58,25.91,8.8,0.594,85.8,0.601,0.783,3008.9,0.354,0.417,2.69,Forest
2024-02-01 03:00:00,R01,22.65,40.78,7.2,65.79,65.32,267.64,31.65,20.26,70.42,1034.65,16.33,67.3,0.791,17.62,0.655,0.842,5236.43,0.747,0.786,2.43,Forest
2024-02-01 04:00:00,R04,37.78,11.37,7.24,16.21,49.24,240.15,38.02,32.79,53.74,243.19,14.42,72.53,0.125,56.17,0.211,0.917,1138.42,0.987,0.204,11.78,Agriculture
2024-02-01 05:00:00,R12,59.77,44.58,7.11,36.48,34.12,172.65,18.32,86.66,53.56,363.88,6.14,78.26,0.121,57.98,0.848,0.08,3537.51,0.34,0.15,1.58,Agroforestry
2024-02-01 06:00:00,R13,28.94,33.25,6.16,95.23,78.79,196.86,28.31,22.88,34.24,273.3,28.8,66.38,0.033,66.19,0.768,0.801,1598.23,0.609,0.91,11.49,Water
2024-02-01 07:00:00,R09,55.64,33.84,4.9,23.56,9.97,187.26,44.94,90.76,46.06,801.44,27.3,12.26,0.942,3.76,0.489,0.184,3171.21,0.972,0.924,6.6,Agriculture
2024-02-01 08:00:00,R03,23.98,11.33,8.14,38.35,48.33,286.14,35.68,48.5,56.06,211.88,24.57,4.43,0.692,30.86,0.148,0.916,1612.66,0.032,0.794,14.4,Agriculture
2024-02-01 09:00:00,R12,8.01,31.19,6.53,113.84,79.22,273.07,35.53,60.4,71.71,961.4,10.03,71.43,0.071,51.42,0.399,0.188,3416.63,0.279,0.151,9.06,Restoration
2024-02-01 10:00:00,R09,16.23,26.97,6.13,100.62,56.82,101.23,24.54,77.29,15.68,338.0,17.07,79.82,0.671,17.44,0.384,0.172,2763.65,0.161,0.827,8.37,Restoration
2024-02-01 11:00:00,R07,28.03,13.7,6.86,96.0,60.48,108.32,17.82,38.29,91.68,343.8,11.97,3.26,0.304,94.4,0.901,0.494,2666.25,0.609,0.935,9.64,Forest
2024-02-01 12:00:00,R12,17.08,19.73,5.27,105.1,7.41,295.17,43.48,27.55,81.67,373.29,12.39,14.99,0.109,82.88,0.863,0.857,1381.97,0.177,0.854,7.41,Forest
2024-02-01 13:00:00,R14,5.01,41.16,5.03,92.46,6.6,101.51,18.16,80.75,35.85,908.35,2.63,79.03,0.992,13.94,0.036,0.088,4128.89,0.314,0.401,8.56,Agriculture
2024-02-01 14:00:00,R15,55.33,29.25,6.12,23.26,7.71,287.9,44.78,93.85,55.12,1112.85,4.63,96.78,0.18,67.09,0.005,0.06,886.38,0.434,0.092,10.59,Water
2024-02-01 15:00:00,R04,51.41,24.47,5.41,66.82,79.38,208.94,18.77,69.41,113.63,1093.64,28.85,52.05,0.799,41.02,0.773,0.765,5636.24,0.054,0.382,12.66,Agroforestry
2024-02-01 16:00:00,R03,45.83,12.54,5.48,58.87,78.46,53.03,20.13,81.89,2.46,166.44,18.5,15.33,0.881,31.15,0.112,0.84,824.66,0.297,0.004,13.83,Forest
2024-02-01 17:00:00,R10,14.23,34.99,8.07,44.23,30.09,127.29,24.25,90.6,97.36,351.8,0.69,32.13,0.53,29.1,0.201,0.457,2763.37,0.226,0.519,10.32,Agroforestry
2024-02-01 18:00:00,R15,11.62,34.6,6.62,101.74,26.82,163.8,30.37,37.14,61.41,823.01,24.37,78.14,0.976,66.27,0.946,0.647,2077.28,0.43,0.011,13.76,Forest
2024-02-01 19:00:00,R05,8.72,31.49,6.43,61.06,15.95,256.6,38.71,46.28,74.26,761.33,3.07,54.32,0.12,90.36,0.361,0.129,3534.34,0.998,0.559,8.16,Agriculture
2024-02-01 20:00:00,R05,44.82,27.86,7.26,16.63,29.69,125.43,44.13,36.43,82.14,452.53,21.39,5.78,0.961,83.63,0.839,0.597,636.97,0.998,0.45,3.54,Restoration
2024-02-01 21:00:00,R03,56.08,25.18,8.31,40.25,32.76,120.75,25.76,24.63,54.72,1042.27,18.82,30.84,0.071,34.9,0.165,0.011,2914.52,0.183,0.344,5.08,Forest
2024-02-01 22:00:00,R12,28.68,30.76,4.95,35.15,61.12,279.27,15.61,74.92,23.02,200.04,2.36,75.28,0.477,70.77,0.68,0.302,4645.38,0.716,0.3,12.95,Agriculture
2024-02-01 23:00:00,R09,11.55,18.17,7.83,107.62,69.97,60.55,33.5,30.92,109.15,784.89,16.16,32.58,0.855,52.74,0.627,0.021,4939.62,0.892,0.829,9.66,Forest
2024-02-02 00:00:00,R04,33.18,42.94,6.84,81.22,61.01,183.4,36.32,26.95,88.82,364.05,1.9,43.23,0.553,44.04,0.735,0.271,5638.45,0.52,0.511,4.18,Restoration
2024-02-02 01:00:00,R11,24.19,30.61,5.08,71.64,53.49,171.1,26.92,46.82,67.15,656.25,2.4,90.5,0.583,29.67,0.292,0.023,1096.05,0.74,0.287,8.66,Forest
2024-02-02 02:00:00,R05,25.62,20.89,5.69,65.73,62.44,54.91,20.5,24.54,53.81,495.61,2.01,98.46,0.161,8.12,0.137,0.941,3547.32,0.415,0.682,9.96,Restoration
2024-02-02 03:00:00,R04,39.17,25.74,6.43,81.51,60.39,62.82,24.18,33.47,59.92,1176.7,8.04,75.72,0.984,19.24,0.076,0.883,2707.61,0.599,0.6,14.97,Restoration
2024-02-02 04:00:00,R05,44.53,38.2,7.26,93.04,40.68,139.31,34.67,25.25,98.82,609.7,24.15,24.01,0.231,56.64,0.681,0.206,4060.57,0.461,0.318,7.6,Agroforestry
2024-02-02 05:00:00,R07,11.08,15.66,5.47,70.98,30.19,74.88,29.83,85.8,1.5,1172.51,11.19,24.31,0.859,72.87,0.663,0.917,5075.47,0.302,0.988,13.52,Restoration
2024-02-02 06:00:00,R09,6.96,20.25,6.64,113.21,26.21,164.3,37.3,78.48,103.84,343.27,19.37,30.43,0.957,3.68,0.018,0.896,3797.23,0.147,0.778,5.1,Agroforestry
2024-02-02 07:00:00,R07,59.69,33.78,7.24,117.45,55.95,198.31,21.55,84.46,5.61,933.13,4.18,16.06,0.281,37.92,0.599,0.218,1759.6,0.292,0.691,9.57,Restoration
2024-02-02 08:00:00,R13,17.8,21.04,6.29,119.49,76.95,219.76,40.26,85.12,73.91,874.62,28.02,17.88,0.731,16.58,0.145,0.673,2267.15,0.881,0.097,11.88,Water
2024-02-02 09:00:00,R05,7.96,37.74,7.95,83.63,48.58,182.08,19.68,90.84,39.97,1024.79,15.38,25.6,0.08,60.21,0.04,0.187,5409.1,0.902,0.139,13.97,Forest
2024-02-02 10:00:00,R10,15.44,14.57,7.98,112.59,73.44,138.71,24.9,34.0,81.39,847.65,1.23,65.99,0.741,86.47,0.518,0.682,4193.41,0.861,0.577,7.23,Agroforestry
2024-02-02 11:00:00,R10,7.14,36.69,6.38,54.49,6.07,73.74,32.74,87.5,10.27,834.71,16.35,61.25,0.484,92.97,0.226,0.064,3778.2,0.292,0.915,12.83,Agriculture
2024-02-02 12:00:00,R07,26.55,12.39,8.39,104.56,64.59,104.35,37.11,59.38,66.75,809.81,5.94,34.09,0.118,88.52,0.538,0.859,1265.43,0.894,0.468,7.86,Agriculture
2024-02-02 13:00:00,R14,49.13,10.44,4.8,110.01,69.02,149.05,22.99,32.47,102.63,1182.81,6.28,19.67,0.895,87.24,0.717,0.825,2377.36,0.16,0.141,9.72,Agroforestry
2024-02-02 14:00:00,R15,23.77,41.44,4.51,109.46,52.32,280.27,43.44,69.18,59.36,312.31,18.21,62.4,0.679,60.09,0.926,0.172,2276.85,0.858,0.536,3.62,Agroforestry
2024-02-02 15:00:00,R10,29.43,30.35,6.02,101.39,75.05,92.68,36.18,44.53,10.12,84.63,7.18,13.09,0.169,24.3,0.342,0.44,642.43,0.275,0.942,12.36,Water
2024-02-02 16:00:00,R05,42.16,22.31,6.9,54.73,49.24,147.47,21.53,23.49,4.49,829.67,6.81,14.62,0.533,74.7,0.423,0.254,5611.68,0.653,0.57,14.53,Water
2024-02-02 17:00:00,R03,32.99,18.14,7.02,27.48,23.04,230.4,36.77,25.9,74.54,248.19,16.46,38.34,0.326,72.45,0.164,0.123,2323.96,0.752,0.844,11.67,Agriculture
2024-02-02 18:00:00,R07,52.38,31.59,6.41,46.74,21.18,223.35,35.89,51.78,8.34,831.29,7.45,56.74,0.711,16.67,0.722,0.013,1064.76,0.077,0.859,4.05,Water
2024-02-02 19:00:00,R13,52.63,27.82,5.0,94.4,46.69,291.05,37.58,81.99,8.55,417.64,3.76,72.83,0.627,19.48,0.823,0.303,3216.83,0.289,0.206,1.1,Water
2024-02-02 20:00:00,R11,5.55,44.71,5.18,35.62,72.99,89.63,42.48,43.33,51.05,99.85,12.54,68.7,0.19,10.93,0.704,0.939,2967.85,0.628,0.537,0.88,Agroforestry
2024-02-02 21:00:00,R11,47.79,44.41,7.91,62.61,10.43,44.3,36.35,77.46,25.14,935.23,2.03,37.85,0.242,49.87,0.443,0.888,5175.26,0.6,0.07,10.73,Forest
2024-02-02 22:00:00,R02,30.34,32.23,7.97,72.19,50.33,123.8,25.56,24.18,24.5,109.4,27.21,65.47,0.705,32.16,0.56,0.434,4899.01,0.887,0.14,11.81,Forest
2024-02-02 23:00:00,R15,59.39,25.5,7.2,76.42,62.74,78.92,38.72,49.53,57.72,307.76,13.82,21.13,0.675,90.01,0.22,0.289,4798.98,0.649,0.405,9.98,Agriculture
2024-02-03 00:00:00,R12,31.58,27.19,7.16,112.93,13.66,182.6,35.88,29.56,33.7,436.87,0.89,49.37,0.312,3.67,0.735,0.308,5627.55,0.204,0.068,10.03,Agroforestry
2024-02-03 01:00:00,R09,59.28,33.89,6.89,82.76,13.76,273.68,32.23,84.77,26.31,202.66,7.13,61.53,0.478,32.41,0.661,0.706,2560.02,0.782,0.125,13.78,Forest
2024-02-03 02:00:00,R10,46.5,13.56,5.31,96.49,32.46,218.94,25.61,92.6,61.73,1100.6,28.76,74.44,0.467,87.6,0.925,0.266,3742.14,0.958,0.224,6.68,Forest
2024-02-03 03:00:00,R10,18.67,21.49,6.21,74.01,25.54,75.31,42.63,44.42,34.91,765.11,15.14,7.96,0.124,99.9,0.568,0.826,4182.51,0.651,0.716,7.41,Agroforestry
